sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
138,3,A,,Type Identifier,xbrli:tokenItemType,0..1,,"One of the following enumerated list: adjusting, budget, comparative, external-accountant, standard, passed-adjusting, eliminating, proposed, recurring, reclassifying, simulated, tax, other",gl-cor,0,Entry Header,CO15a_05,/CO16a/CO15a/CO15a_05,$.Accounting Entries.Entry Header.Type Identifier,AccntgEntrs.EntryHedr.TypeIdntfr,種別識別子,"以下の値のうちのひとつ。
整理、予算、比較、外部会計事務所、通常、無視、消去、提案、反復、組替、シミュレーション、税、その他
[設定値のリスト]
(adjusting：整理)、(budget：予算)、(comparative：比較)、(external-accountant：外部会計事務所)、(standard：通常)、(passed-adjusting：無視)、(eliminating：消去)、(proposed：提案)、(recurring：反復)、(reclassifying：組替)、(simulated：シミュレーション)、(tax：税)、(other：その他)",gl-cor:typeID,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:typeID
139,3,A,,Entry Origin,xbrli:stringItemType,0..1,,"Origin of entry: accrual, manual entry, imported entry, exchange gain or loss",gl-cor,0,Entry Header,CO15a_BU15_06,/CO16a/CO15a/CO15a_BU15_06,$.Accounting Entries.Entry Header.Entry Origin,AccntgEntrs.EntryHedr.EntryOrgn,仕訳起源,仕訳の起源。発生、手入力、インポート入力、為替換算による損益。,gl-cor:entryOrigin,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryOrigin
140,3,A,,Entry Description,xbrli:stringItemType,0..1,,Description of entry described by this entry header (e.g. Opening Balance),gl-cor,0,Entry Header,CO15a_07,/CO16a/CO15a/CO15a_07,$.Accounting Entries.Entry Header.Entry Description,AccntgEntrs.EntryHedr.EntryDescrptn,仕訳説明,このエントリヘッダーによって説明された仕訳の説明(例えば、期首残高),gl-cor:entryDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDesc
141,3,A,,Entry Qualifier,xbrli:tokenItemType,0..1,,"Entry Qualifier - An enumerated field that qualifies the type of entry, specifically useful for general ledger and trial balance environments when it is important to state the values represented are summarized as of the reporting date - opening or closing balances. In accounting systems, this is often known as BBF (balance brought forward.) Permitted values are: standard, balance-brought-forward and other.",gl-cor,0,Entry Header,CO15a_08,/CO16a/CO15a/CO15a_08,$.Accounting Entries.Entry Header.Entry Qualifier,AccntgEntrs.EntryHedr.EntryQulfr,仕訳修飾子,"仕訳の修飾子。総勘定元帳や試算表で、開始残高や決算残高のように、記された値が報告日で集約されていることを明示することが重要なときに有用な、仕訳の種別を修飾するもの。会計システムにおいて、BBF（繰越残高）として知られるもの。指定可能な値は以下。標準、繰越残高、その他
[設定値のリスト]
(standard：標準)、(balance-brought-forward：繰越残高)、(other：その他)",gl-cor:entryQualifier,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryQualifier
142,3,A,,Entry Qualifier Description,xbrli:stringItemType,0..1,,Free format description of the entry qualifier,gl-cor,0,Entry Header,CO15a_09,/CO16a/CO15a/CO15a_09,$.Accounting Entries.Entry Header.Entry Qualifier Description,AccntgEntrs.EntryHedr.EntryQulfrDescrptn,仕訳修飾子説明,仕訳の修飾子の説明。,gl-cor:entryQualifierDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryQualifierDesc
143,3,A,,Posting Code,xbrli:stringItemType,0..1,,"Code for posting to period, e.g., period 1-13, based on codes in an accounting period file. We do not recommend that software vendors export here, but suggest providing period end numbers for the buckets. Possibilities W1 through W53, M1 through M13, Q1-Q4. Developers and others creating output files are encouraged to supply an actual end date.",gl-cor,0,Entry Header,CO15a_BU15_10,/CO16a/CO15a/CO15a_BU15_10,$.Accounting Entries.Entry Header.Posting Code,AccntgEntrs.EntryHedr.PostngCod,転記コード,転記の期間を表すコード。例えば、会計期間ファイルのコードにもとづく期間１～１３。ソフトウエアベンダーが、この値をエクスポートすることは推奨しない。期間の最終番号を提供することを勧める。可能な値としては、W1からW53、M1からM13、Q1からQ4など。開発者や出力ファイルの作成者には、実際の終了日付を提供することを勧める。,gl-cor:postingCode,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:postingCode
144,3,A,,Batch ID for Entry Group,xbrli:stringItemType,0..1,,ID for a batch for this group of entries,gl-cor,0,Entry Header,CO15a_BU15_11,/CO16a/CO15a/CO15a_BU15_11,$.Accounting Entries.Entry Header.Batch ID for Entry Group,AccntgEntrs.EntryHedr.BatchIdEntryGrop,仕訳グループ識別子,この仕訳の集合に付ける、束の識別子。,gl-cor:batchIdForEntryGroup,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:batchIdForEntryGroup
145,3,A,,Batch Description,xbrli:stringItemType,0..1,,Description of this batch,gl-cor,0,Entry Header,CO15a_BU15_12,/CO16a/CO15a/CO15a_BU15_12,$.Accounting Entries.Entry Header.Batch Description,AccntgEntrs.EntryHedr.BatchDescrptn,仕訳グループ説明,この仕訳の束の説明。,gl-cor:batchDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:batchDesc
146,3,A,,Document Type,xbrli:tokenItemType,0..1,,"An enumerated field describing the original source document, with check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",gl-cor,0,Entry Header,CO15a_13,/CO16a/CO15a/CO15a_13,$.Accounting Entries.Entry Header.Document Type,AccntgEntrs.EntryHedr.DocmntType,元文書種別,"小切手、借方メモ、貸方メモ、財務費用、顧客への請求書、顧客オーダー、仕入先オーダー、その他支払い、督促状、手形、ベンダからの請求書、出荷票、受領票、手修正、その他の列挙値による、元文書の説明。[設定値のリスト] (check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他)",gl-cor:documentType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:documentType
147,3,A,,Document Type Description,xbrli:stringItemType,0..1,,Free format description of the document type,gl-cor,0,Entry Header,CO15a_14,/CO16a/CO15a/CO15a_14,$.Accounting Entries.Entry Header.Document Type Description,AccntgEntrs.EntryHedr.DocmntTypeDescrptn,元文書種別説明,元文書の種別の説明。,gl-cor:documentTypeDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:documentTypeDesc
148,3,A,,Invoice Type,xbrli:tokenItemType,0..1,,"Invoice Type  (self-billed, ePoS enumerated values)",gl-cor,0,Entry Header,CO15a_15,/CO16a/CO15a/CO15a_15,$.Accounting Entries.Entry Header.Invoice Type,AccntgEntrs.EntryHedr.InvcType,請求書種別,"請求書の種別。(self-billed、ePoS)
[設定値のリスト]
(ePos：POSシステムからの発行)、(self-billed：手動発行)",gl-cor:invoiceType,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:invoiceType
149,3,A,,Monetary Amount,xbrli:monetaryItemType,0..1,,"This field (amount) represents the primary monetary amount related to the  subject of the entryDetail line. There is one primary monetary amount per entryDetail structure. It may, for example, represent the amount of one line of a journal entry, the balance on a document, or the extended amount of a line item on an invoice. Amount is not required if detailed entry is used for non-financial work and other elements are populated, in particular measurableQuantity. The amount field is a signed number (either positive or negative itself) and used in conjunction with a separate signOfAmount and a separate debitCreditCode, which together are considered for understanding the monetary amount. The unit of measure is determined by amountCurrency if present, and by the default or home currency if amountCurrency is not present.",gl-cor,0,Entry Header,CO15a_16,/CO16a/CO15a/CO15a_16,$.Accounting Entries.Entry Header.Monetary Amount,AccntgEntrs.EntryHedr.MontryAmnt,金額,entryDetailの代表的な金額を示す。entryDetailごとにひとつの値を持つ。たとえば、仕訳帳の行、残高、請求書の行の金額。明細が会計業務用でなく、measurableQuantityなどの他の要素が設定されている場合は不要。符号付数値であり、金額を解釈するために用意されたsignOfAmountおよびdebitCreditCodeとあわせて使用される。通貨単位はamountCurrencyで決定される。amountCurrencyが指定されない場合は、既定または自国の通貨単位となる。,gl-cor:monetaryAmount,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:monetaryAmount
150,3,A,,Currency,xbrli:QNameItemType,0..1,,"The currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding.",gl-cor,0,Entry Header,CO15a_MC15_17,/CO16a/CO15a/CO15a_MC15_17,$.Accounting Entries.Entry Header.Currency,AccntgEntrs.EntryHedr.Currncy,通貨,XBRLインスタンス内に指定する方法のかわりに、金額の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。,gl-cor:currency,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:currency
151,3,A,,Sign Indication for Amount,xbrli:tokenItemType,0..1,,Sign of amount; provides 4 possible fields only when used in conjunction with debitCreditCode; primarily used for correcting entries so total debits and credits after an entry error are not inflated. D + increase DebitsD - decrease debitsC + decreases creditC - increases credit,gl-cor,0,Entry Header,CO15a_18,/CO16a/CO15a/CO15a_18,$.Accounting Entries.Entry Header.Sign Indication for Amount,AccntgEntrs.EntryHedr.SignIndctnAmnt,金額符号,"金額の符号。貸借識別子と関連して使用される場合にだけ、4つの可能なフィールドを提供する。記入エラー後の総貸借が膨張しないように、おもに仕訳の訂正に使用される。 D+は借方を増加させる。D-は借方を減少させる。C+は貸方を減少させる。C-は貸方を増加させる。
[設定値のリスト]
(+)、(-)、(plus：プラス)、(minus：マイナス)",gl-cor:signIndicationForAmount,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:signIndicationForAmount
152,3,A,,Document Date,xbrli:dateTimeItemType,0..1,,"Date (and less likely in the paper world but possible in the e-world, time) on actual document (invoice, voucher, check date). Other dates control posting information.",gl-cor,0,Entry Header,CO15a_23,/CO16a/CO15a/CO15a_23,$.Accounting Entries.Entry Header.Document Date,AccntgEntrs.EntryHedr.DocmntDat,元文書日付,実際の文書（請求書、証憑、小切手）の日付（および、紙の世界ではありそうにないが、電子的には時刻）。 転記の情報は別の日付で管理する。,gl-cor:documentDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:documentDate
153,3,A,,Received Date,xbrli:dateTimeItemType,0..1,,Date/time document was noted as received (if necessary). Represents actual date received. Posting dates are maintained separately.,gl-cor,0,Entry Header,CO15a_BU15_24,/CO16a/CO15a/CO15a_BU15_24,$.Accounting Entries.Entry Header.Received Date,AccntgEntrs.EntryHedr.RecvdDat,元文書受領日付,（必要であれば）文書の受領が記録された日付/時刻。実際に受領された日付をあらわす。転記日付は別に管理される。,gl-cor:receivedDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:receivedDate
154,3,A,,Chargeable or Reimbursable,xbrli:stringItemType,0..1,,"Is this entry chargeable to client, reimbursable? Used by some systems to indicate that account on posting/validation should be posted to a customer or vendor's account.",gl-cor,0,Entry Header,CO15a_BU15_25,/CO16a/CO15a/CO15a_BU15_25,$.Accounting Entries.Entry Header.Chargeable or Reimbursable,AccntgEntrs.EntryHedr.ChargblOrRembrsbl,請求支払可能フラグ,この仕訳は顧客に請求、支払可能か。いくつかのシステムでは転記/検証対象の科目が顧客や仕入先の科目に転記されるべきかどうかを示すために使用される。,gl-cor:chargeableOrReimbursable,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:chargeableOrReimbursable
155,3,A,,Document Location,xbrli:stringItemType,0..1,,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",gl-cor,0,Entry Header,CO15a_BU15_26,/CO16a/CO15a/CO15a_BU15_26,$.Accounting Entries.Entry Header.Document Location,AccntgEntrs.EntryHedr.DocmntLoctn,元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。,gl-cor:documentLocation,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:documentLocation
156,3,A,,Payment Method,xbrli:stringItemType,0..1,,Method used or to be used to make the payment,gl-cor,0,Entry Header,CO15a_BU15_27,/CO16a/CO15a/CO15a_BU15_27,$.Accounting Entries.Entry Header.Payment Method,AccntgEntrs.EntryHedr.PaymntMethd,支払方法,支払いのために使用された、または使用される方法。,gl-cor:paymentMethod,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:paymentMethod
157,3,A,,Number of Entries,xbrli:integerItemType,0..1,,The total number of entries.,gl-cor,0,Entry Header,CO15a_BU15_28,/CO16a/CO15a/CO15a_BU15_28,$.Accounting Entries.Entry Header.Number of Entries,AccntgEntrs.EntryHedr.NumbrEntrs,仕訳総数,仕訳の総数。,gl-cor:numberOfEntries,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:numberOfEntries
158,3,A,,Total Debits,xbrli:monetaryItemType,0..1,,The total of all debit amounts.,gl-cor,0,Entry Header,CO15a_BU15_29,/CO16a/CO15a/CO15a_BU15_29,$.Accounting Entries.Entry Header.Total Debits,AccntgEntrs.EntryHedr.TotlDebts,借方合計,借方金額の合計値。,gl-cor:totalDebits,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:totalDebits
159,3,A,,Total Credits,xbrli:monetaryItemType,0..1,,The total of all credit amounts.,gl-cor,0,Entry Header,CO15a_BU15_30,/CO16a/CO15a/CO15a_BU15_30,$.Accounting Entries.Entry Header.Total Credits,AccntgEntrs.EntryHedr.TotlCredts,貸方合計,貸方金額の合計値。,gl-cor:totalCredits,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:totalCredits
160,3,A,,Type of Difference,xbrli:tokenItemType,0..1,,"Enumerated field with possible values of permanent, temporary or none indicating the type of difference between book and tax accounting methods. Omission of this field is equivalent to ""none""",gl-cor,0,Entry Header,CO15a_31,/CO16a/CO15a/CO15a_31,$.Accounting Entries.Entry Header.Type of Difference,AccntgEntrs.EntryHedr.TypeDiffrnc,帳簿価税務簿価差異種別,"帳簿と税務会計処理方法との差異の種別を示す値。永久か一時的かまたは無し。値の省略時は「無し」と同じ。
[設定値のリスト]
(permanent：永久)、(temporary：一時的)、(none：無し)",gl-cor:typeOfDifference,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:typeOfDifference
161,3,A,,Elimination Code,xbrli:stringItemType,0..1,,Informs destination ledger this is an intracompany entry which eliminates in consolidation,gl-cor,0,Entry Header,CO15a_BU15_32,/CO16a/CO15a/CO15a_BU15_32,$.Accounting Entries.Entry Header.Elimination Code,AccntgEntrs.EntryHedr.ElmntnCod,相殺消去コード,連結決算時に消去される連結会社間仕訳であることを、受取側の元帳に通知する。,gl-cor:eliminationCode,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:eliminationCode
162,3,A,,Budget Scenario Period Start,xbrli:dateTimeItemType,0..1,,Start of period covered by associated budgetScenario,gl-cor,0,Entry Header,CO15a_BU15_33,/CO16a/CO15a/CO15a_BU15_33,$.Accounting Entries.Entry Header.Budget Scenario Period Start,AccntgEntrs.EntryHedr.BudgtScenrPerdStart,予算シナリオ期間開始日付,関係付けられたbudgetScenarioがカバーする期間の開始日。,gl-cor:budgetScenarioPeriodStart,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:budgetScenarioPeriodStart
163,3,A,,Budget Scenario Period End,xbrli:dateTimeItemType,0..1,,End of period covered by associated budgetScenario,gl-cor,0,Entry Header,CO15a_BU15_34,/CO16a/CO15a/CO15a_BU15_34,$.Accounting Entries.Entry Header.Budget Scenario Period End,AccntgEntrs.EntryHedr.BudgtScenrPerdEnd,予算シナリオ期間終了日付,関係付けられたbudgetScenarioがカバーする期間の終了日。,gl-cor:budgetScenarioPeriodEnd,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:budgetScenarioPeriodEnd
164,3,A,,Scenario Description,xbrli:stringItemType,0..1,,Text related to budgetScenario,gl-cor,0,Entry Header,CO15a_BU15_35,/CO16a/CO15a/CO15a_BU15_35,$.Accounting Entries.Entry Header.Scenario Description,AccntgEntrs.EntryHedr.ScenrDescrptn,シナリオ説明,budgetScenarioに関する記述。,gl-cor:scenarioDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:scenarioDesc
165,3,A,,Scenario Code,xbrli:stringItemType,0..1,,"Code for a budget scenario identifier (such as PB for 'preliminary budget', or RB for 'revised budget', or other identifier for entryType)",gl-cor,0,Entry Header,CO15a_BU15_36,/CO16a/CO15a/CO15a_BU15_36,$.Accounting Entries.Entry Header.Scenario Code,AccntgEntrs.EntryHedr.ScenrCod,シナリオコード,予算シナリオの識別コード。例えば、「PB」（予備予算）、「RB」（補正予算）、または他の仕訳種別の識別子。,gl-cor:scenarioCode,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:scenarioCode
166,3,A,,Budget Allocation Code,xbrli:tokenItemType,0..1,,"Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given",gl-cor,0,Entry Header,CO15a_BU15_37,/CO16a/CO15a/CO15a_BU15_37,$.Accounting Entries.Entry Header.Budget Allocation Code,AccntgEntrs.EntryHedr.BudgtAllctnCod,予算配分コード,"計算式に関係付けられたコード。例えば、期間数での分割、与えられた期間の合計
[設定値のリスト]
(D：期間数での分割)、(T：与えられた期間の合計)",gl-cor:budgetAllocationCode,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:budgetAllocationCode
